,coordinates,count,lng,lat,max_dist
589,-8.410781850000001_41.540465700000006,37115,-8.410781850000001,41.540465700000006,35.2330990065967
590,-1.3219999000000002_54.56972749999999,37040,-1.3219999000000002,54.56972749999999,33.40673336352233
591,7.76220805_48.5693064,37031,7.76220805,48.5693064,6.565860768609701
592,-67.9727215_10.1973475,37006,-67.9727215,10.1973475,11.901254113272543
593,-93.809434_32.461107,36973,-93.809434,32.461107,48.351079619419416
594,101.55266904999999_3.0512202999999998,36954,101.55266905,3.0512203,4.397828267819289
595,140.01256899999998_35.8587675,36947,140.01256899999998,35.8587675,17.135971863859076
596,-72.757385_41.500753,36924,-72.757385,41.500753,9.212524276345901
597,-78.878866_33.7033906,36921,-78.878866,33.7033906,22.1360289804947
598,139.692626_35.666851,36829,139.692626,35.666851,3.8428096210785876
599,-96.73114255_43.5410145,36825,-96.73114255,43.5410145,121.72065572273063
600,-82.91457605_42.584895,36823,-82.91457605,42.584895,13.614748965372032
601,35.4584485_38.72926719999999,36809,35.4584485,38.72926719999999,31.40795390326266
602,-67.9954567_10.1763258,36806,-67.9954567,10.1763258,44.885018770627894
603,-1.17226615_52.969719,36806,-1.17226615,52.969719,7.322095386902874
604,12.93489375_55.579857450000006,36797,12.93489375,55.579857450000006,190.30063435822606
605,110.93146299999998_-6.798296,36784,110.93146299999998,-6.798296,37.390629281823784
606,115.162057_-8.725477999999999,36760,115.162057,-8.725477999999999,0.0
607,141.0001465_38.295299500000006,36691,141.0001465,38.295299500000006,36.40859326069501
608,-85.16817520000001_12.866726400000001,36676,-85.16817520000001,12.8667264,142.90848463034118
609,-93.1056485_44.941515550000005,36620,-93.1056485,44.941515550000005,8.22265392775659
610,17.29434145_40.46095725,36609,17.29434145,40.46095725,93.25959557745425
611,-93.1396595_16.7424355,36597,-93.1396595,16.7424355,68.45216633146912
612,-8.7613189_52.5184148,36582,-8.7613189,52.5184148,44.56990479805827
613,-8.7715571_42.1970575,36573,-8.7715571,42.1970575,9.717485188217694
614,-80.894487_35.476402,36560,-80.894487,35.476402,48.433199090295666
615,-48.466014_-25.553019,36515,-48.466014,-25.553019,26.424444368756106
616,-117.02246315_32.633767,36514,-117.02246315,32.633767,15.492394506785564
617,129.086236850374_35.203408951199506,36394,129.086236850374,35.203408951199506,9.816650245162762
618,12.5247041_55.68135645,36388,12.5247041,55.68135645,67.91712874228865
619,132.4489519944985_34.3857004997049,36373,132.4489519944985,34.3857004997049,8.231747999690118
620,153.369361472_-27.95422175775,36364,153.369361472,-27.95422175775,102.31004358225864
621,-110.04478349999998_46.67979999999999,36363,-110.04478349999998,46.67979999999999,151.15326375614453
622,-79.7595915_43.724971,36347,-79.7595915,43.724971,17.53065658093755
623,100.48146165_13.78156095,36267,100.48146165,13.78156095,3.5344869523106146
624,71.291372_22.4147125,36255,71.291372,22.4147125,65.78588155256226
625,141.0778395_39.152027000000004,36221,141.0778395,39.152027,60.03908115793735
626,135.11362144999998_48.4664295,36153,135.11362144999998,48.4664295,1548.9113541915451
627,-96.621634_32.907642,36142,-96.621634,32.907642,9.043226645680205
628,-100.955511_22.3111194,36132,-100.955511,22.3111194,140.15462789051148
629,90.32870865_24.0983807,36106,90.32870865,24.0983807,72.80917112883766
630,-41.977740499999996_-22.282255499999998,36103,-41.9777405,-22.2822555,20.86563876592478
631,4.8350989_45.7578213,36101,4.8350989,45.7578213,0.5891726081678529
632,127.68760449999999_26.2112665,36101,127.6876045,26.2112665,7.145845574986626
633,-111.928142_33.39288415,36092,-111.928142,33.39288415,4.725947837610835
634,-2.5933005_53.382608000000005,36074,-2.5933005,53.382608000000005,14.580288837295418
635,-96.053431_41.275721000000004,36054,-96.053431,41.275721,30.141585670437486
636,-70.75480959999999_-33.739632349999994,36035,-70.75480959999999,-33.739632349999994,40.07910346757942
637,31.3315573_30.3560454,35987,31.3315573,30.3560454,36.741347119847156
638,133.3334845_34.522313999999994,35976,133.3334845,34.522313999999994,19.598660372357855
639,8.8741536_45.62883205,35958,8.8741536,45.62883205,47.37173791140435
640,0.6951264_47.39421995,35939,0.6951264,47.39421995,98.42362945560214
641,-41.431886_-21.65784945,35895,-41.431886,-21.65784945,37.34329438194969
642,-43.9388051_-16.61605585,35880,-43.9388051,-16.61605585,130.11223342628512
643,-86.5850998_36.307425,35849,-86.5850998,36.307425,74.4007622886604
644,73.22630604999999_3.2013969,35815,73.22630604999999,3.2013969,1071.6236682546983
645,-8.45230605_40.22545114999999,35807,-8.45230605,40.22545114999999,89.42776554095765
646,-34.92573075_-7.914292,35806,-34.92573075,-7.914292,0.0
647,-77.2369685_38.8051145,35806,-77.2369685,38.8051145,14.572572893398233
648,10.63219725_44.699391600000006,35805,10.63219725,44.699391600000006,34.47859065337307
649,133.50985500000002_33.5703455,35753,133.50985500000002,33.5703455,25.399968344135416
650,138.1142725_36.6482925,35746,138.1142725,36.6482925,21.353959608971117
651,-5.69194435_43.5097973,35741,-5.69194435,43.5097973,19.671959278569023
652,-119.827182_39.512436,35739,-119.827182,39.512436,12.12280031315659
653,135.5212205_34.787812,35732,135.5212205,34.787812,5.427050210196092
654,5.8397809_53.1445353,35712,5.8397809,53.1445353,32.95510112989933
655,-55.9436312_-34.543932,35707,-55.9436312,-34.543932,32.06409193681635
656,-80.3691531_25.825643499999998,35694,-80.3691531,25.8256435,7.374601807240847
657,-0.58622995_44.86373785,35660,-0.58622995,44.86373785,11.420456609707603
658,100.8829039_12.9290224,35627,100.8829039,12.9290224,108.31328588711564
659,-1.56549_53.8019562,35592,-1.56549,53.8019562,8.347834746892604
660,110.81572905000002_-7.547169699999999,35588,110.81572905000002,-7.547169699999999,6.308181111005883
661,-105.0639425_40.564190499999995,35569,-105.0639425,40.5641905,340.59071342731806
662,-40.29282265_-20.2804105,35565,-40.29282265,-20.2804105,6.171270182513685
663,-68.542722_-34.772872500000005,35551,-68.542722,-34.772872500000005,1.0609861322841142e-12
664,-60.69740585_-32.9516154,35547,-60.69740585,-32.9516154,18.912250464591082
665,-96.8637945_32.604152850000006,35523,-96.8637945,32.604152850000006,22.196403121993576
666,-46.42269099999999_-23.7107695,35499,-46.42269099999999,-23.7107695,2.723556527170767
667,121.1639974_14.86059405,35494,121.1639974,14.86059405,8.890324545041086
668,35.28487985_37.00282625,35466,35.28487985,37.00282625,13.796502546963445
669,-73.86085700000001_40.944567500000005,35450,-73.86085700000001,40.944567500000005,12.718021355163167
670,136.919506499204_35.16159900144285,35450,136.919506499204,35.16159900144285,4.303026463116872
671,-4.14292995_50.40221485,35420,-4.14292995,50.40221485,6.7209600062034465
672,121.03931685_14.299480599999999,35355,121.03931685,14.2994806,11.623234681677813
673,-53.79028350000001_-24.697559500000004,35329,-53.79028350000001,-24.697559500000004,56.48306644346329
674,140.731558_38.3456355,35327,140.731558,38.3456355,2.641174696554502
675,140.084546_36.092128,35318,140.084546,36.092128,19.551709009801336
676,127.6876045_26.2112665,35296,127.6876045,26.2112665,3.6934755596879905
677,138.25992150000002_35.297817,35284,138.25992150000002,35.297817,35.330253732486334
678,-66.3242655_10.29196085,35232,-66.3242655,10.29196085,161.79257439637158
679,37.86423140000001_55.91287680000001,35229,37.86423140000001,55.91287680000001,373.44620072196193
680,120.9831931_15.488908200000001,35216,120.9831931,15.4889082,32.909159278724076
681,2.48477405_48.90361035,35212,2.48477405,48.90361035,5.151510758150413
682,-91.68285425_41.976527950000005,35141,-91.68285425,41.976527950000005,99.67062649419714
683,-1.6122220500000002_6.6936268000000005,35132,-1.6122220500000002,6.6936268000000005,104.53367229796433
684,13.088304_52.506701,35126,13.088304,52.506701,145.3274178675397
685,-66.159567_18.379657,35124,-66.159567,18.379657,14.420316260220554
686,98.4050437_7.88777865,35122,98.4050437,7.88777865,49.85264204927354
687,-76.06994605_36.8025415,35101,-76.06994605,36.8025415,1147.746979866077
688,-0.13035585_50.840332000000004,35063,-0.13035585,50.840332,29.97183075592056
689,30.80630795_28.8660692,35035,30.80630795,28.8660692,87.95656932786228
690,-90.351698_38.586504500000004,35010,-90.351698,38.5865045,18.479676174204194
691,-72.21976090000001_7.769494099999998,34970,-72.21976090000001,7.769494099999998,102.74082766023716
692,35.57011365_-18.6266313,34951,35.57011365,-18.6266313,2093.9765951447994
693,-66.81576615_10.4850831,34935,-66.81576615,10.4850831,21.470437057854028
694,-71.02677449999999_42.08456650000001,34923,-71.02677449999999,42.08456650000001,26.665910910019996
695,136.804481_35.1825085,34913,136.804481,35.1825085,14.241492950135475
696,-66.058368_18.3841655,34910,-66.058368,18.3841655,2.7533469876006684
697,-77.41800199999997_39.4320365,34899,-77.41800199999997,39.4320365,34.89885285460606
698,-101.27577_19.6527241,34870,-101.27577,19.6527241,111.61645840966258
699,4.9725082_52.49960239999999,34799,4.9725082,52.49960239999999,51.618131176507454
700,4.39519745_50.83355225,34782,4.39519745,50.83355225,22.484502978761686
701,106.8906245_-6.3919865,34770,106.8906245,-6.3919865,10.288359187440145
702,43.97760735_26.05577335,34752,43.97760735,26.05577335,131.09328335767916
703,-54.26187500000001_-20.875327650000003,34736,-54.26187500000001,-20.875327650000003,193.40240169161666
704,140.2733225_39.657004,34723,140.2733225,39.657004,28.378222223197767
705,-1.56073945_47.2381615,34714,-1.56073945,47.2381615,79.88357597238736
706,-117.9056455_33.6636085,34645,-117.9056455,33.6636085,5.890168062669885
707,8.886319199999999_9.912798549999998,34635,8.886319199999999,9.912798549999998,112.15949104755025
708,-71.6037714_-35.42246925,34618,-71.6037714,-35.42246925,69.98052044498245
709,30.8141912_-29.837410550000005,34605,30.8141912,-29.837410550000005,173.3781444460469
710,101.3830055_3.0380333999999998,34591,101.3830055,3.0380334,12.748058599004366
711,-1.207482742529109_53.93184458866234,34535,-1.207482742529109,53.93184458866234,4.929757974664777
712,-58.3901175_-34.702244500000006,34533,-58.3901175,-34.702244500000006,11.209695637527862
713,-45.40076645_-21.57227485,34515,-45.40076645,-21.57227485,66.73863714715009
714,105.24559049999999_-5.3615895,34505,105.2455905,-5.3615895,69.85563138661635
715,72.78910450000001_21.171369,34492,72.78910450000001,21.171369,29.360375463219896
716,138.29269349999998_34.8451625,34455,138.29269349999998,34.8451625,17.23328858312977
717,101.84416699999996_3.0753266,34418,101.84416699999996,3.0753266,6.6985593646574815
718,139.715094_35.7291085,34416,139.715094,35.7291085,4.229979823901418
719,103.83809405_1.5254036499999999,34403,103.83809405,1.52540365,7.153716675852709
720,-89.92202900000002_35.13352055,34392,-89.92202900000002,35.13352055,23.903267328517597
721,1.4329006000000002_43.60075714999999,34391,1.4329006000000002,43.60075714999999,9.840895115718814
722,36.03346675_0.7210650999999999,34352,36.03346675,0.7210650999999999,114.4811784192914
723,-98.71699175_35.309046499999994,34347,-98.71699175,35.309046499999994,0.0
724,16.379845500000002_48.22012,34324,16.379845500000002,48.22012,5.77538304164814
725,120.98398645_14.591456749999999,34321,120.98398645,14.59145675,2.4971599950910717
726,38.36315365_38.329569000000006,34314,38.36315365,38.329569000000006,81.79636077766529
727,-2.99676765_53.75778050000001,34279,-2.99676765,53.75778050000001,13.92436564329944
728,-70.6353866_-33.405859,34245,-70.6353866,-33.405859,11.432182080749179
729,-89.31580350012445_13.62687349979255,34230,-89.31580350012445,13.62687349979255,42.28700451145955
730,-3.36562285_40.4960226,34182,-3.36562285,40.4960226,22.7129102431331
731,76.136631_10.543192,34163,76.136631,10.543192,90.68981167526837
732,-99.1158907_19.518656,34155,-99.1158907,19.518656,0.0
733,139.4548165_36.358008,34133,139.4548165,36.358008,18.01078090825549
734,-79.67484624999999_44.37126304999999,34069,-79.67484624999999,44.37126304999999,108.53182945834823
735,-8.22766765_37.1446668,34043,-8.22766765,37.1446668,97.33618634175643
736,-46.5075055_-23.955464,34028,-46.5075055,-23.955464,8.19301382740049
737,22.945305250000004_40.61959735000001,34024,22.945305250000004,40.61959735000001,50.430792627517114
738,10.20414275_4.2951534,34020,10.20414275,4.2951534,450.14438821477887
739,-83.7256099_42.9944585,34011,-83.7256099,42.9944585,52.54827865488734
740,101.9170025_2.6799439999999994,34009,101.9170025,2.6799439999999994,23.210984867688047
741,110.40302_-7.823734399999999,34004,110.40302,-7.823734399999999,27.02392785653498
742,20.832646500000003_44.0072445,34000,20.832646500000003,44.0072445,115.64337497400264
743,-122.805579_45.484892,33994,-122.805579,45.484892,6.824258567612408
744,-49.65438025_-29.0810089,33971,-49.65438025,-29.0810089,31.192453128720146
745,28.2430799_-26.0858619,33874,28.2430799,-26.0858619,13.552415340154246
746,174.75433850000002_-41.2529975,33811,174.75433850000002,-41.2529975,120.92449745309153
747,140.30020700000003_37.4459445,33805,140.30020700000003,37.4459445,16.544645163814444
748,-117.0226945_38.50214700000001,33785,-117.0226945,38.50214700000001,0.0
749,-84.01070405_9.6323595,33771,-84.01070405,9.6323595,49.73249283014777
750,-77.0255285408967_-12.1198450048396,33759,-77.0255285408967,-12.1198450048396,2.88540251712043
751,-70.5271189_-33.53112245,33758,-70.5271189,-33.53112245,5.1461354872410165
752,3.8742675_43.61039585,33733,3.8742675,43.61039585,120.49320170886944
753,-95.3778143_30.063514400000003,33726,-95.3778143,30.063514400000003,20.488171724194572
754,77.5564225_13.075209000000001,33692,77.5564225,13.075209,53.34371448059981
755,14.243451549999998_40.8541123,33666,14.243451549999998,40.8541123,12.031859569648008
756,-0.09263300000000001_51.358931,33628,-0.092633,51.358931,7.587729334036997
757,-84.30276649999998_39.34582985,33606,-84.30276649999998,39.34582985,18.522649049208713
758,116.4137275_0.0985774999999999,33560,116.4137275,0.0985774999999999,0.0
759,-86.441236_39.7665555,33559,-86.441236,39.7665555,0.0
760,1.0516909_41.08367920000001,33558,1.0516909,41.08367920000001,72.97996673712575
761,37.236261_0.07701990000000003,33552,37.236261,0.0770199,89.95264044723798
762,-96.72500255_17.090319150000003,33547,-96.72500255,17.090319150000003,5.166612000573069
763,135.519727498607_34.676626503710104,33518,135.519727498607,34.676626503710104,2.0356858171810326
764,120.3402471_14.85885,33482,120.3402471,14.85885,13.706108748557535
765,-103.2331298_25.244223049999995,33471,-103.2331298,25.244223049999995,40.08208729321192
766,9.275793199999999_45.592836750000004,33446,9.2757932,45.59283675,32.34121138772513
767,-1.9522795_50.7283545,33437,-1.9522795,50.7283545,20.246991543688992
768,100.3859911_13.69764485,33406,100.3859911,13.69764485,8.7237703956929
769,7.016000000000001_51.44089,33397,7.016000000000001,51.44089,19.96877883664328
770,112.74473699999999_-7.261334,33386,112.744737,-7.261334,5.583073250047236
771,106.8788585_-6.6987025,33370,106.8788585,-6.6987025,23.675881327912883
772,139.931051_35.715682,33330,139.931051,35.715682,0.7738859559882444
773,-35.97780699999999_-7.275212,33323,-35.97780699999999,-7.275212,33.392577662022546
774,-60.895737_-26.046584,33306,-60.895737,-26.046584,180.65741160659869
775,-77.57245499999999_43.211766999999995,33291,-77.57245499999999,43.211767,10.388156550597419
776,-61.398825200000005_-11.3034344,33281,-61.398825200000005,-11.3034344,229.0080999181884
777,77.55642250000001_13.075209,33273,77.55642250000001,13.075209,60.664295876745
778,31.028320700000002_30.866746,33257,31.0283207,30.866746,49.68057368328995
779,80.34606249999999_26.405874000000004,33254,80.34606249999999,26.405874000000004,106.14721846356724
780,-35.003737_-8.1485835,33239,-35.003737,-8.1485835,0.0
781,-76.34862249841784_3.57042850362531,33204,-76.34862249841784,3.57042850362531,34.45530531747012
782,-88.151832_42.072283999999996,33173,-88.151832,42.072284,16.881232365987547
783,34.296136700000005_-13.247367050000001,33140,34.296136700000005,-13.24736705,292.93857108134233
784,135.75634849585202_34.98891749992145,33139,135.75634849585202,34.98891749992145,6.71611971448861
785,2.4513092_41.5498494,33109,2.4513092,41.5498494,26.989439417925126
786,135.7938980032815_34.922236003031855,33093,135.7938980032815,34.922236003031855,4.55084079343474
787,12.5526326_55.6727755,33082,12.5526326,55.6727755,8.288245147548995
788,-0.9820302999999999_51.4525239,33060,-0.9820303,51.4525239,5.752031172232313
789,7.031275600000001_4.824630050000001,33056,7.031275600000001,4.824630050000001,74.93594261177965
790,139.6345155_35.636514,33049,139.6345155,35.636514,2.4942857642554657
791,-81.10085149999999_33.992020999999994,33047,-81.10085149999999,33.992020999999994,17.047246200790774
792,39.2138349_37.08478420000001,33035,39.2138349,37.08478420000001,253.36463497368118
793,-83.157747_42.507217999999995,33010,-83.157747,42.507218,10.838250687091696
794,-99.6809025_41.5007293,32992,-99.6809025,41.5007293,128.09506522258465
795,125.066064_7.902982349999999,32906,125.066064,7.902982349999999,30.37680852682261
796,-121.9959022_37.3421876,32895,-121.9959022,37.3421876,7.712196598875889
797,30.972579450000005_-29.9006358,32882,30.972579450000005,-29.9006358,5.703738968279361
798,100.6165202_13.66605085,32837,100.6165202,13.66605085,4.5245347227405075
799,5.40527395_43.294309150000004,32774,5.40527395,43.29430915,20.723745145292924
800,100.4849567_13.71295605,32740,100.4849567,13.71295605,7.30275868402389
801,13.772458000000002_51.076827,32738,13.772458000000002,51.076827,45.94294253527312
802,-96.22939630000002_19.183953,32735,-96.22939630000002,19.183953,26.82844685852563
803,28.06061305_-26.058708,32735,28.06061305,-26.058708,0.555087388576133
804,139.467769_35.8999355,32696,139.467769,35.8999355,5.740071913711917
805,-6.043007149999999_37.36997195,32692,-6.043007149999999,37.36997195,14.185664498692478
806,103.83698655_46.8580243,32678,103.83698655,46.8580243,0.0
807,-3.9654350999999997_55.867206,32648,-3.9654351,55.867206,8.77314747434639
808,-70.82447735_-33.515107650000004,32598,-70.82447735,-33.515107650000004,10.823399523140226
809,70.89601250000001_22.2624275,32552,70.89601250000001,22.2624275,156.8454342681586
810,-100.439731_20.4787551,32551,-100.439731,20.4787551,45.4123050908
811,-66.8568925_10.4975788,32536,-66.8568925,10.4975788,12.397819049709815
812,-0.54883575_51.316522,32508,-0.54883575,51.316522,9.029071495778922
813,-55.90971105_-27.4046709,32506,-55.90971105,-27.4046709,66.73705448748903
814,-104.789327_38.8885185,32482,-104.789327,38.8885185,70.33243644847217
815,-80.3452625_27.30076495,32475,-80.3452625,27.30076495,47.26532767799139
816,-69.78678192016744_18.5273478512801,32461,-69.78678192016744,18.5273478512801,54.446965983826914
817,39.2823902_-6.8788111999999995,32456,39.2823902,-6.8788112,6.319636920489846
818,73.180515_22.276914,32451,73.180515,22.276914,60.82350404554503
819,107.6158813_-6.881767449999999,32444,107.6158813,-6.881767449999999,9.768701006996986
820,-43.851411999999996_-19.727778,32407,-43.851412,-19.727778,14.638166402680394
821,-51.44396815_-30.1649161,32368,-51.44396815,-30.1649161,51.69572556082113
822,103.83419325351849_1.290529416480295,32362,103.83419325351848,1.290529416480295,4.99491874760525
823,-76.49608000112475_3.3641819972188647,32348,-76.49608000112475,3.3641819972188647,104.27038950811907
824,-84.01070405_9.632359500000002,32343,-84.01070405,9.632359500000002,0.0
825,3.07158865_50.62897405,32336,3.07158865,50.62897405,37.08659372927693
826,21.753808499999998_-4.0333775,32333,21.7538085,-4.0333775,0.0
827,-54.2123915_-32.341355050000004,32330,-54.2123915,-32.341355050000004,141.47858103744585
828,85.81129849999999_25.904118500000003,32284,85.81129849999999,25.904118500000003,42.10523611800582
829,32.222494350000005_30.62543755,32279,32.222494350000005,30.62543755,144.27922762109762
830,-1.51865165_52.41191295,32258,-1.51865165,52.41191295,18.45773975623661
831,-97.91677200000001_22.2702951,32247,-97.916772,22.2702951,204.23169273044758
832,-90.1786296_30.001244,32216,-90.1786296,30.001244,6.146111110798449
833,-88.0126574_41.87349655,32215,-88.0126574,41.87349655,9.385785897190075
834,-80.0505398_40.4313474,32215,-80.0505398,40.4313474,10.218873901353897
835,22.22991115_65.69113515000001,32210,22.22991115,65.69113515000001,467.9952403944292
836,20.388116_44.83609200000001,32158,20.388116,44.83609200000001,26.62725121080596
837,45.11712905_24.259922349999997,32126,45.11712905,24.25992235,80.9759854943318
838,-73.763825_42.739121499999996,32080,-73.763825,42.7391215,52.319370546173104
839,-83.17386649999999_32.6782075,32053,-83.17386649999999,32.6782075,26.66322165686217
840,-105.5508905_38.997936,32049,-105.5508905,38.997936,65.21658337538486
841,10.204142749999999_4.2951534,32045,10.20414275,4.2951534,62.18746939529895
842,78.036709_27.168942,32012,78.036709,27.168942,81.74509837796414
843,-99.08781709999998_19.4320756,32006,-99.08781709999998,19.4320756,3.777891557175862
844,-79.02130409967465_-8.122555531721888,32005,-79.02130409967465,-8.122555531721888,344.63042941007035
845,-4.6131201_36.55439755,31975,-4.6131201,36.55439755,19.06512339303968
846,-84.475291_33.6575858,31972,-84.475291,33.6575858,15.34422155667973
847,136.36506850000004_34.6458025,31968,136.36506850000004,34.6458025,19.240705162859765
848,-45.917442050000005_-23.061418000000003,31959,-45.917442050000005,-23.061418000000003,26.808148096904148
849,78.28970300000002_10.8187895,31955,78.28970300000002,10.8187895,27.620552063444446
850,120.15550565_-3.01971365,31925,120.15550565,-3.01971365,367.66534962336044
851,-87.3221685_36.5509835,31916,-87.3221685,36.5509835,89.77136566416146
852,133.100782_35.467184499999995,31905,133.100782,35.467184499999995,34.531150457392506
853,-41.941328999999996_-22.470358500000003,31856,-41.941329,-22.470358500000003,20.594302852787404
854,82.5841815_19.9387045,31838,82.5841815,19.9387045,128.8053842993029
855,-41.7222638_-20.78551515,31816,-41.7222638,-20.78551515,76.88193264283824
856,0.026298850000000006_51.39432035,31764,0.02629885,51.39432035,9.32451351971051
857,79.03279044999998_20.9882585,31763,79.03279044999998,20.9882585,110.95856949317947
858,121.64508600000002_24.9863427,31727,121.64508600000002,24.9863427,264.84684439929975
859,101.4897361_13.03886045,31695,101.4897361,13.03886045,81.8786453222287
860,107.01175599999999_-6.254410999999999,31689,107.011756,-6.254410999999999,6.874047293081305
861,135.75515899823_35.0060525027393,31657,135.75515899823,35.0060525027393,1.988917814213145
862,140.75062799999998_40.788120000000006,44890,140.75062799999998,40.788120000000006,60.57493776216438
863,-0.2925791_51.61188465,31575,-0.2925791,51.61188465,15.746674016684626
864,1.2687557000000005_41.125238450000005,31551,1.2687557000000005,41.125238450000005,8.244466088380522
865,106.856809_-6.225841900000001,31535,106.856809,-6.225841900000001,3.1440902891835516
866,-34.9708665_-7.7958021,31483,-34.9708665,-7.7958021,46.621313524651946
867,130.407228998585_33.539868001979855,31380,130.407228998585,33.539868001979855,4.910899423798025
868,-2.5853900000000003_51.457876999999996,31367,-2.5853900000000003,51.457877,0.0
869,138.684687_35.2373305,31347,138.684687,35.2373305,17.111982381958587
870,88.217684_22.708985500000004,31315,88.217684,22.708985500000004,46.3098261623229
871,-37.34727049999999_-5.187811999999999,31259,-37.34727049999999,-5.187811999999999,57.622682572091165
872,121.2338564_14.5416365,31256,121.2338564,14.5416365,14.321580767487426
873,-43.187293499999996_-22.387124999999997,31246,-43.1872935,-22.387125,0.0
874,80.76479600000002_15.893908,31237,80.76479600000002,15.893908,21.585029953161825
875,-43.05960960000001_-22.90454895,31214,-43.05960960000001,-22.90454895,14.12884948782565
876,141.354477_40.476677,31213,141.354477,40.476677,33.07613938656725
877,134.947655_34.6829365,31212,134.947655,34.6829365,20.547979089574934
878,-79.61607299999999_43.555244,31212,-79.61607299999999,43.555244,0.0
879,-74.099977_41.097090300000005,31204,-74.099977,41.097090300000005,24.12599811202843
880,-105.1485805_20.6970525,31203,-105.1485805,20.6970525,107.25795115265373
881,29.73351365_30.832656,31200,29.73351365,30.832656,0.0
882,101.44125565_0.5090020000000001,31191,101.44125565,0.5090020000000001,13.94388179565826
883,51.53914245000001_25.3246681,31172,51.53914245000001,25.3246681,4.96150989243269
884,57.05479615_23.92930815,31126,57.05479615,23.92930815,149.4156334664255
885,-44.365793499999995_-23.0324325,31114,-44.3657935,-23.0324325,7.29146202497457
886,-51.12926265_-26.987665999999997,31113,-51.12926265,-26.987666,98.1272163554321
887,-15.459848950000003_28.1030125,31072,-15.459848950000003,28.1030125,22.962599124190163
888,-96.69656245_40.803235,31069,-96.69656245,40.803235,58.852831313400735
889,-65.9573835_18.3589435,31027,-65.9573835,18.3589435,106.2752742304773
890,-4.42478515_55.8347309,31009,-4.42478515,55.8347309,5.343117103725623
891,-43.01820815000001_-22.821465,31003,-43.01820815000001,-22.821465,4.05443030528005
892,-116.238001_43.598033,30998,-116.238001,43.598033,68.1055378465515
893,80.1621765_12.9394605,30982,80.1621765,12.9394605,31.574850877347824
894,-73.0964135004892_7.063666498968595,30976,-73.0964135004892,7.063666498968595,58.25868827830731
895,-100.16871725_25.7786787,30963,-100.16871725,25.7786787,22.175210553932075
896,-64.26466015_-27.793022399999995,30951,-64.26466015,-27.793022399999995,85.70064040736744
897,21.743291000000003_41.61359439999999,30938,21.743291000000003,41.61359439999999,141.57746554993471
898,7.031275600000001_4.82463005,30929,7.031275600000001,4.82463005,3.761114672610963
899,-87.5334065_33.1966005,30920,-87.5334065,33.1966005,23.40039981893311
900,-100.36527335_25.807314599999998,30885,-100.36527335,25.8073146,27.551368305845788
901,11.76082625_4.697106949999999,30856,11.76082625,4.697106949999999,757.1245131522242
902,-4.651068_55.615115,30847,-4.651068,55.615115,16.65476706239316
903,-100.1961339_25.67660345,30824,-100.1961339,25.67660345,31.8053590454935
904,-0.07060315_51.464685849999995,30789,-0.07060315,51.46468585,3.830258428932078
905,-82.7553405_27.9927105,30756,-82.7553405,27.9927105,8.69152730681137
906,-83.574671_41.65659049999999,30753,-83.574671,41.65659049999999,89.79043623241932
907,110.45808745_-7.0477785,30745,110.45808745,-7.0477785,8.036567183508225
908,17.980058900000007_59.33367099999999,30728,17.980058900000007,59.33367099999999,21.60988941288616
909,-62.649094700000006_8.352419300000001,30712,-62.649094700000006,8.352419300000001,118.82186893078745
910,-37.82129550000001_-6.817995,30683,-37.82129550000001,-6.817995,98.17851954545051
911,5.89666425_52.00543069999999,30653,5.89666425,52.00543069999999,19.34992099714813
912,39.0332435_45.05363035,30644,39.0332435,45.05363035,169.13088995013993
913,66.90387835_48.1894523,30639,66.90387835,48.1894523,0.0
914,-117.60378320000001_34.0451585,30632,-117.6037832,34.0451585,7.638628189502058
915,28.1799355_-26.228828550000003,30624,28.1799355,-26.228828550000003,12.630267777263803
916,-114.58475250000001_32.668218,30618,-114.5847525,32.668218,114.96775096715761
917,28.1361401_-25.86088065,30611,28.1361401,-25.86088065,11.894131945648049
918,144.22623950000002_43.9487,30597,144.22623950000002,43.9487,1460.3183660329746
919,-73.92732163851286_11.07346238602625,30597,-73.92732163851286,11.07346238602625,35.64311632863937
920,135.272356926509_34.726256499840545,30584,135.272356926509,34.726256499840545,4.293155595319978
921,-74.16780765_40.915047,30558,-74.16780765,40.915047,8.67893808376229
922,-99.45467575_27.532077,30555,-99.45467575,27.532077,178.48882340070898
923,-42.60074165_-19.445460699999998,30536,-42.60074165,-19.4454607,27.217626686916464
924,-76.1288105_43.052606999999995,30529,-76.1288105,43.052607,6.160147364724714
925,19.3933046_42.7036113,30522,19.3933046,42.7036113,1.0609861322841142e-12
926,-121.9986445_37.973327,30506,-121.9986445,37.973327,9.585989968311107
927,-89.526389_43.1075495,30499,-89.526389,43.1075495,156.43566491588294
928,120.9558625_24.2208365,30491,120.9558625,24.2208365,69.18214983472454
929,84.44085200000002_20.188653,30490,84.44085200000002,20.188653,147.1550314537323
930,-117.982366_34.0023805,30483,-117.982366,34.0023805,9.337982118223369
931,-80.04593915_32.91442455,30477,-80.04593915,32.91442455,20.836267022632242
932,-91.40100849999999_30.937336000000002,30472,-91.4010085,30.937336,26.536484743730362
933,120.89954795_14.3294441,30465,120.89954795,14.3294441,7.748866379630579
934,18.873283200000003_50.26993225,30436,18.873283200000003,50.26993225,52.24739835386066
935,18.6333173_-33.8902748,30418,18.6333173,-33.8902748,9.174388865936843
936,-82.34226849999999_34.795941500000005,30414,-82.34226849999999,34.795941500000005,15.93424183346072
